gene	uniprot_chig_id	annot_rank	ko_id	kegg_hit	pfam_hits	chig_description	identified_in_proteomics	unique_onetenth	in_model	detected_in_mplex	ko_all	ec_ko_source	ec_number	ec_source
gene_2412	tr|A0A1B7Y4Y2|A0A1B7Y4Y2_COLHI	D			FAD-binding domain [PF08022.15]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Protein kinase domain [PF00069.28]; Ferric reductase like transmembrane component [PF01794.22]; Ferric reductase NAD binding domain [PF08030.15]	Serine/threonine-protein kinase SSN3	NO	False	False	False				
gene_2413	tr|A0A1B7YNH8|A0A1B7YNH8_COLHI	E				Leucine rich repeat protein	NO	False	False	False				
gene_2416	tr|A0A1B7XS05|A0A1B7XS05_COLHI	D			Putative threonine/serine exporter [PF06738.15]; Threonine/Serine exporter, ThrE [PF12821.10]	Duf1212 domain membrane protein	NO	False	False	False				
gene_2417	tr|A0A1B7XTX5|A0A1B7XTX5_COLHI	C	K19363	lipopolysaccharide-induced tumor necrosis factor-alpha factor	LITAF-like zinc ribbon domain [PF10601.12]	LITAF-like zinc finger protein	NO	False	False	False	K19363	kofam+xlsx		
gene_2418	tr|A0A1B7YV06|A0A1B7YV06_COLHI	C	K14963	COMPASS component SWD3	Neurobeachin beta propeller domain [PF20426.1]; Eukaryotic translation initiation factor eIF2A [PF08662.14]; Anaphase-promoting complex subunit 4 WD40 domain [PF12894.10]; WD domain, G-beta repeat [PF00400.35]; WD40-like domain [PF17005.8]	Mitochondrial division protein 1	NO	False	False	False	K14963	kofam+xlsx		
gene_2420	tr|A0A1B7XQS6|A0A1B7XQS6_COLHI	D			NB-ARC domain [PF00931.25]; Phosphorylase superfamily [PF01048.23]	Kinesin light	NO	False	False	False				
gene_2421	tr|A0A1B7XV32|A0A1B7XV32_COLHI	D			Myb-like DNA-binding domain [PF13921.9]; Myb-like DNA-binding domain [PF00249.34]	MYB DNA-binding domain-containing protein	NO	False	False	False	K24970	kofam		
gene_2423	tr|H1VNR3|H1VNR3_COLHI	D			Arsenical pump membrane protein [PF02040.18]	Arsenite efflux transporter	NO	False	False	False				
gene_2424	tr|H1VVE2|H1VVE2_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2425	tr|H1UW34|H1UW34_COLHI	E				Chromo domain-containing protein	NO	False	False	False				
gene_2428	tr|A0A1B7YT13|A0A1B7YT13_COLHI	E				Integral membrane family protein	NO	False	False	False				
gene_2429	tr|A0A1B7Y1C0|A0A1B7Y1C0_COLHI	E				SET domain-containing protein	NO	False	False	False	K27349	kofam	2.1.1.-	kofam/xlsx->KEGG
gene_2430	tr|A0A1B7YR54|A0A1B7YR54_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2432	tr|H1UZ19|H1UZ19_COLHI	D			Hsp70 protein [PF00012.23]	Hsp70 family chaperone	NO	False	False	False				
gene_2437	tr|A0A1B7XRS5|A0A1B7XRS5_COLHI	E				Transcription factor Tos4	NO	False	False	False				
gene_2438	tr|A0A1B7YEA6|A0A1B7YEA6_COLHI	E				Btb poz domain-containing protein	NO	False	False	False				
gene_2439	tr|A0A1B7YA66|A0A1B7YA66_COLHI	D			short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Peroxisomal hydratase-dehydrogenase-epimerase	NO	False	False	False				
gene_244	tr|A0A1B7Y0Y4|A0A1B7Y0Y4_COLHI	C	K09703	uncharacterized protein	Protein of unknown function (DUF917) [PF06032.15]; Hydantoinase/oxoprolinase [PF01968.21]; Hydantoinase/oxoprolinase N-terminal region [PF05378.16]	Hydantoinase	NO	False	False	False	K09703	kofam+xlsx		
gene_2440	tr|H1VM46|H1VM46_COLHI	C	K01426	amidase [EC:3.5.1.4]	Amidase [PF01425.24]	Amidase	NO	False	True	False	K01426	kofam+xlsx	3.5.1.4	kofam/xlsx->KEGG
gene_2444	tr|H1VRM8|H1VRM8_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2446	tr|A0A1B7XXC0|A0A1B7XXC0_COLHI	D			Fungal specific transcription factor domain [PF04082.21]; Fungal Zn(2)-Cys(6) binuclear cluster domain [PF00172.21]	C6 transcription factor	NO	False	False	False				
gene_2447	tr|H1VIJ9|H1VIJ9_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2449	tr|A0A1B7XRD7|A0A1B7XRD7_COLHI	C	K03457	nucleobase:cation symporter-1, NCS1 family	Permease for cytosine/purines, uracil, thiamine, allantoin [PF02133.18]	Uridine permease	NO	False	True	False	K03457	kofam+xlsx		
gene_2452	tr|H1UWF4|H1UWF4_COLHI	D			Fungal protein of unknown function (DUF2015) [PF09435.13]	Uncharacterized protein	NO	False	False	False				
gene_2453	tr|A0A1B7XUA6|A0A1B7XUA6_COLHI	E				DUF862-domain-containing protein	NO	False	False	False				
gene_2454	tr|A0A1B7XXX0|A0A1B7XXX0_COLHI	E				Extracellular serine-threonine rich protein	NO	False	False	False				
gene_2460	tr|H1VBM0|H1VBM0_COLHI	E				Nonselective cation channel	NO	False	False	False				
gene_2461	tr|A0A1B7XVF4|A0A1B7XVF4_COLHI	D			Protein of unknown function (DUF2722) [PF10846.11]	Uncharacterized protein	NO	False	False	False				
gene_2462	tr|A0A1B7YNP0|A0A1B7YNP0_COLHI	D			Rhodanese-like domain [PF00581.23]	Tyrosine-protein phosphatase non-receptor type 6	NO	False	False	False				
gene_2466	tr|A0A1B7Y032|A0A1B7Y032_COLHI	D			Fungal Zn(2)-Cys(6) binuclear cluster domain [PF00172.21]	C6 zinc finger domain protein	NO	False	False	False				
gene_2468	tr|H1VFT6|H1VFT6_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_247	tr|H1V8B0|H1V8B0_COLHI	C	K08141	MFS transporter, SP family, general alpha glucoside:H+ symporter	Sugar (and other) transporter [PF00083.27]; Major Facilitator Superfamily [PF07690.19]	Alpha glucoside transporter	NO	False	False	False	K08141	kofam+xlsx		
gene_2470	tr|H1UYJ1|H1UYJ1_COLHI	D			HIT domain [PF01230.26]	HIT domain-containing protein	NO	False	False	False				
gene_2472	tr|H1VP17|H1VP17_COLHI	E				Multicopper oxidase	NO	False	False	False				
gene_2473	tr|A0A1B7YR29|A0A1B7YR29_COLHI	E				Riboflavin kinase	NO	False	False	False				
gene_2474	tr|A0A1B7YF82|A0A1B7YF82_COLHI	D			OPT oligopeptide transporter protein [PF03169.18]	OPT family small oligopeptide transporter	NO	False	False	False				
gene_2477	tr|A0A1B7YNE6|A0A1B7YNE6_COLHI	E				Asparagine synthetase	NO	False	False	False				
gene_2478	tr|A0A1B7Y7P5|A0A1B7Y7P5_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2479	tr|H1VQS3|H1VQS3_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2480	tr|A0A1B7YWN8|A0A1B7YWN8_COLHI	D			Transient receptor potential (TRP) ion channel [PF06011.15]; ML-like domain [PF14558.9]	Transient receptor potential ion channel	NO	False	True	False				
gene_2481	tr|A0A1B7Y1D9|A0A1B7Y1D9_COLHI	C	K12592	exosome complex protein LRP1	Sas10/Utp3/C1D family [PF04000.18]	Exosome complex protein	NO	False	False	False	K12592	kofam+xlsx		
gene_2485	tr|A0A1B7XQD9|A0A1B7XQD9_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2488	tr|H1UZY6|H1UZY6_COLHI	E				EC32 protein	NO	False	False	False				
gene_2489	tr|H1UWH7|H1UWH7_COLHI	E				Sur7 protein	NO	False	False	False				
gene_249	tr|H1UZE5|H1UZE5_COLHI	D			Subtilase family [PF00082.25]	Allergen Pen n 13	NO	False	False	False				
gene_2495	tr|H1VQ68|H1VQ68_COLHI	C	K02429	MFS transporter, FHS family, L-fucose permease		Major facilitator superfamily transporter	NO	False	False	False	K02429	kofam+xlsx		
gene_2498	tr|H1V016|H1V016_COLHI	E				Integral membrane protein	NO	False	False	False				
gene_2499	tr|A0A1B7YSZ9|A0A1B7YSZ9_COLHI	D			Organic solute transporter Ostalpha [PF03619.19]	Duf300 domain-containing protein	NO	False	False	False				
gene_25	tr|A0A1B7YMM5|A0A1B7YMM5_COLHI	E				C6 zinc finger domain containing protein	NO	False	False	False				
gene_2503	tr|A0A1B7YKZ2|A0A1B7YKZ2_COLHI	D			Methyltransferase domain [PF13489.9]	Methyltransferase	NO	False	False	False				
gene_2504	tr|A0A1B7Y4I8|A0A1B7Y4I8_COLHI	E				Eukaryotic membrane protein family	NO	False	False	False				
gene_2505	tr|H1VB87|H1VB87_COLHI	D			Ferric reductase NAD binding domain [PF08030.15]; FAD-binding domain [PF08022.15]; Ferric reductase like transmembrane component [PF01794.22]	ferric-chelate reductase (NADPH)	NO	False	False	False				
gene_2509	tr|H1V5Y0|H1V5Y0_COLHI	D			FAD binding domain [PF01565.26]; Berberine and berberine like [PF08031.15]	6-hydroxy-D-nicotine oxidase	NO	False	False	False				
gene_2510	tr|A0A1B7YWA9|A0A1B7YWA9_COLHI	C	K09248	proline utilization trans-activator	Flavin reductase like domain [PF01613.21]; Fungal specific transcription factor domain [PF04082.21]	Fungal specific transcription factor domain-containing protein	NO	False	False	False	K09248	kofam+xlsx		
gene_2511	tr|A0A1B7XW64|A0A1B7XW64_COLHI	D			Mycotoxin biosynthesis protein UstYa [PF11807.11]	Tat pathway signal sequence	NO	False	False	False				
gene_2514	tr|A0A1B7XQY6|A0A1B7XQY6_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2519	tr|A0A1B7YX40|A0A1B7YX40_COLHI	E				Adventurous gliding protein Z	NO	False	False	False				
gene_252	tr|H1VNR3|H1VNR3_COLHI	D			Arsenical pump membrane protein [PF02040.18]	Arsenite efflux transporter	NO	False	False	False				
gene_2520	tr|A0A1B7YF83|A0A1B7YF83_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2521	tr|A0A1B7XSY7|A0A1B7XSY7_COLHI	E				Putative Class V chitinase	NO	False	False	False				
gene_253	tr|A0A1B7YUU5|A0A1B7YUU5_COLHI	D			Heterokaryon incompatibility protein (HET) [PF06985.14]	Heterokaryon incompatibility protein	NO	False	False	False				
gene_2531	tr|H1W1S9|H1W1S9_COLHI	C	K18546	streptogrisin C [EC:3.4.21.-]		Trypsin	NO	False	False	False	K18546	kofam+xlsx	3.4.21.-	kofam/xlsx->KEGG
gene_2534	tr|A0A1B7Y451|A0A1B7Y451_COLHI	E				Integral membrane protein	NO	False	False	False				
gene_2535	tr|H1V262|H1V262_COLHI	C	K00273	D-amino-acid oxidase [EC:1.4.3.3]	alpha/beta hydrolase fold [PF07859.16]; BD-FAE [PF20434.1]; FAD dependent oxidoreductase [PF01266.27]; Carboxylesterase family [PF00135.31]	Alpha beta hydrolase fold protein	NO	False	False	False	K00273	kofam+xlsx	1.4.3.3	kofam/xlsx->KEGG
gene_2536	tr|H1W0Z4|H1W0Z4_COLHI	D			Fungal Zn(2)-Cys(6) binuclear cluster domain [PF00172.21]	C6 zinc finger domain protein	NO	False	False	False				
gene_2537	tr|A0A1B7YEX5|A0A1B7YEX5_COLHI	E				Transcription factor aceii	NO	False	False	False				
gene_254	tr|A0A1B7YT02|A0A1B7YT02_COLHI	C	K19356	lytic cellulose monooxygenase (C1-hydroxylating) [EC:1.14.99.54]	Auxiliary Activity family 9 (formerly GH61) [PF03443.17]; Fungal cellulose binding domain [PF00734.21]	lytic cellulose monooxygenase (C4-dehydrogenating)	NO	False	False	False	K19356	kofam+xlsx	1.14.99.54	kofam/xlsx->KEGG
gene_2541	tr|A0A1B7XQR7|A0A1B7XQR7_COLHI	C	K06867	uncharacterized protein	Phosphorylase superfamily [PF01048.23]; Ankyrin repeats (3 copies) [PF12796.10]; Ankyrin repeats (many copies) [PF13857.9]; Ankyrin repeats (many copies) [PF13637.9]; NACHT domain [PF05729.15]	Kinesin	NO	False	False	False	K06867	xlsx		
gene_2542	tr|A0A1B7YJ52|A0A1B7YJ52_COLHI	C	K16572	gamma-tubulin complex component 5	Gamma tubulin complex component C-terminal [PF04130.16]; Gamma tubulin complex component N-terminal [PF17681.4]	Spindle pole body component	NO	False	False	False	K16572	kofam+xlsx		
gene_2544	tr|A0A1B7XUV9|A0A1B7XUV9_COLHI	D			Membrane-associating domain [PF01284.26]	MARVEL domain-containing protein	NO	False	False	False				
gene_2546	tr|A0A1B7XVG3|A0A1B7XVG3_COLHI	E				Protein phosphatase	NO	False	False	False				
gene_2550	tr|H1V468|H1V468_COLHI	D			Permease for cytosine/purines, uracil, thiamine, allantoin [PF02133.18]	NCS1 nucleoside transporter	NO	False	False	False				
gene_2551	tr|H1UV80|H1UV80_COLHI	D			Serine hydrolase (FSH1) [PF03959.16]	Oxidoreductase	NO	False	False	False				
gene_2552	tr|A0A1B7XRN1|A0A1B7XRN1_COLHI	D			Hydrophobic surface binding protein A [PF12296.11]	Cell wall protein	NO	False	False	False				
gene_2554	tr|H1UXQ0|H1UXQ0_COLHI	D			BTB/POZ domain [PF00651.34]	Btb poz-like protein	NO	False	False	False				
gene_2555	tr|A0A1B7YAK4|A0A1B7YAK4_COLHI	C	K11244	cell wall integrity and stress response component	WSC domain [PF01822.22]	ER membrane protein	NO	False	False	False	K11244	kofam+xlsx		
gene_2556	tr|H1V6D9|H1V6D9_COLHI	D			Lysine methyltransferase [PF10294.12]	Methyltransferase	NO	False	False	False				
gene_2559	tr|A0A1B7Y7U7|A0A1B7Y7U7_COLHI	D			Heat-labile enterotoxin alpha chain [PF01375.20]; Pertussis toxin, subunit 1 [PF02917.17]	Cholera enterotoxin subunit A2	NO	False	False	False				
gene_2563	tr|H1VIS0|H1VIS0_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2565	tr|A0A1B7YLL1|A0A1B7YLL1_COLHI	D			Fungal Zn(2)-Cys(6) binuclear cluster domain [PF00172.21]; Fungal specific transcription factor domain [PF04082.21]	Fungal specific transcription factor	NO	False	False	False				
gene_2567	tr|A0A1B7XYF5|A0A1B7XYF5_COLHI	E				Homeobox and c2h2 transcription	NO	False	False	False				
gene_2572	tr|A0A1B7YV57|A0A1B7YV57_COLHI	D			ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]	Nod factor export ATP-binding protein I	NO	False	False	False				
gene_2573	tr|A0A1B7YT18|A0A1B7YT18_COLHI	D			Glycosyl hydrolase family 62 [PF03664.16]; Fungal cellulose binding domain [PF00734.21]	Alpha-L-arabinofuranosidase	NO	False	False	False				
gene_2575	tr|H1W2K3|H1W2K3_COLHI	D			Peroxidase, family 2 [PF01328.20]	Chloroperoxidase	NO	False	False	False				
gene_2576	tr|A0A1B7YQ30|A0A1B7YQ30_COLHI	D			Acyl transferase domain [PF00698.24]; Beta-ketoacyl synthase, N-terminal domain [PF00109.29]; KR domain [PF08659.13]; Polyketide synthase dehydratase [PF14765.9]; Methyltransferase domain [PF08242.15]; Zinc-binding dehydrogenase [PF13602.9]; Methyltransferase domain [PF13847.9]; Beta-ketoacyl synthase, C-terminal domain [PF02801.25]; Methyltransferase domain [PF13489.9]; Zinc-binding dehydrogenase [PF00107.29]; short chain dehydrogenase [PF00106.28]; ubiE/COQ5 methyltransferase family [PF01209.21]; Alcohol dehydrogenase GroES-like domain [PF08240.15]; Nodulation protein S (NodS) [PF05401.14]	KR domain-containing protein	NO	False	True	False				
gene_2577	tr|H1V1C5|H1V1C5_COLHI	C	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	Aldehyde dehydrogenase family [PF00171.25]	Succinate-semialdehyde dehydrogenase	NO	False	True	False	K00135	kofam+xlsx	1.2.1.16;1.2.1.20;1.2.1.79	kofam/xlsx->KEGG
gene_2578	tr|H1VMG0|H1VMG0_COLHI	E				Cell wall anchor domain protein	NO	False	False	False				
gene_258	tr|H1V066|H1V066_COLHI	D			Peptidase M50B-like [PF13398.9]	Peptidase M50B-like-domain-containing protein	NO	False	False	False				
gene_2580	tr|A0A1B7YWD0|A0A1B7YWD0_COLHI	C	K19356	lytic cellulose monooxygenase (C1-hydroxylating) [EC:1.14.99.54]	Auxiliary Activity family 9 (formerly GH61) [PF03443.17]	lytic cellulose monooxygenase (C4-dehydrogenating)	NO	False	False	False	K19356	kofam+xlsx	1.14.99.54	kofam/xlsx->KEGG
gene_2582	tr|A0A1B7YKP1|A0A1B7YKP1_COLHI	D			Family of unknown function (DUF5910) [PF19287.2]	Uncharacterized protein	NO	False	False	False				
gene_2583	tr|A0A1B7XS65|A0A1B7XS65_COLHI	D			Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13847.9]; Mycolic acid cyclopropane synthetase [PF02353.23]; O-methyltransferase domain [PF00891.21]	TAM domain methyltransferase	NO	False	False	False				
gene_2584	tr|A0A1B7Y9T7|A0A1B7Y9T7_COLHI	D			Sugar (and other) transporter [PF00083.27]	Major facilitator superfamily transporter	NO	False	False	False				
gene_2585	tr|H1VPT9|H1VPT9_COLHI	E				Ankyrin repeat protein	NO	False	False	False				
gene_2586	tr|A0A1B7Y177|A0A1B7Y177_COLHI	E				Cbr-clec-223 protein	NO	False	False	False				
gene_2588	tr|H1W162|H1W162_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2589	tr|H1VES6|H1VES6_COLHI	D			Inosine-uridine preferring nucleoside hydrolase [PF01156.22]	Inosine/uridine-preferring nucleoside hydrolase	NO	False	False	False				
gene_2590	tr|H1VID3|H1VID3_COLHI	E				Csi2 protein	NO	False	False	False				
gene_2591	tr|A0A1B7Y3B9|A0A1B7Y3B9_COLHI	E				Ankyrin	NO	False	False	False				
gene_2595	tr|A0A1B7YHW5|A0A1B7YHW5_COLHI	E				Alpha-galactosidase	NO	False	False	False				
gene_2596	tr|H1V5I7|H1V5I7_COLHI	D			Fungal potassium channel [PF16944.8]	Pheromone-regulated membrane protein	NO	False	False	False				
gene_2599	tr|A0A1B7YCU2|A0A1B7YCU2_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2600	tr|H1VNV2|H1VNV2_COLHI	D			FAD dependent oxidoreductase [PF01266.27]	FAD dependent oxidoreductase	NO	False	False	False				
gene_2603	tr|A0A1B7Y3G4|A0A1B7Y3G4_COLHI	E				Altered inheritance of mitochondria protein 6	NO	False	False	False				
gene_2604	tr|A0A1B7XR69|A0A1B7XR69_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2605	tr|H1VUR1|H1VUR1_COLHI	E				Major facilitator superfamily transporter	NO	False	False	False				
gene_2610	tr|A0A1B7YHB5|A0A1B7YHB5_COLHI	E				Major facilitator superfamily transporter	NO	False	False	False				
gene_2611	tr|H1VI47|H1VI47_COLHI	E				Glycosyltransferase 2	NO	False	False	False				
gene_2617	tr|H1V5H3|H1V5H3_COLHI	E				S-adenosylmethionine decarboxylase proenzyme	NO	False	False	False				
gene_2618	tr|A0A1B7YF40|A0A1B7YF40_COLHI	D			Acetyltransferase (GNAT) domain [PF13302.10]	Acetyltransferase	NO	False	False	False				
gene_2620	tr|A0A1B7Y7C7|A0A1B7Y7C7_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2626	tr|A0A1B7YH13|A0A1B7YH13_COLHI	D			DEAD/DEAH box helicase [PF00270.32]; Helicase conserved C-terminal domain [PF00271.34]	ATP-dependent DNA helicase	NO	False	False	False				
gene_2630	tr|H1V0G5|H1V0G5_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome p450	NO	False	False	False				
gene_2631	tr|A0A1B7YUS6|A0A1B7YUS6_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2632	tr|H1V7L8|H1V7L8_COLHI	D			ribonuclease [PF00545.23]	ribonuclease T1	NO	False	False	False				
gene_2633	tr|A0A1B7YN27|A0A1B7YN27_COLHI	D			Leucine carboxyl methyltransferase [PF04072.17]	O-methyltransferase	NO	False	False	False				
gene_2634	tr|H1VFN4|H1VFN4_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450 monooxygenase	NO	False	False	False				
gene_2636	tr|A0A1B7YEX1|A0A1B7YEX1_COLHI	E				Putative Acid phosphatase	NO	False	False	False				
gene_2638	tr|A0A1B7Y6P4|A0A1B7Y6P4_COLHI	D			Vacuolar protein sorting-associated protein 62 [PF06101.14]	Vacuolar protein sorting-associated protein	NO	False	False	False				
gene_2639	tr|A0A1B7Y752|A0A1B7Y752_COLHI	E				Cell wall biogenesis protein Mhp1	NO	False	False	False				
gene_264	tr|A0A1B7YAT3|A0A1B7YAT3_COLHI	E				Uncharacterized protein	NO	False	False	False				
gene_2646	tr|A0A1B7Y729|A0A1B7Y729_COLHI	D			Meiotic cell cortex C-terminal pleckstrin homology [PF12814.10]	Nuclear migration protein	NO	False	False	False				
gene_2650	tr|A0A1B7YC03|A0A1B7YC03_COLHI	D			C3HC zinc finger-like [PF07967.16]; Rsm1-like [PF08600.13]	C3hc zinc finger domain-containing protein	NO	False	False	False				
gene_2652	tr|H1VJP8|H1VJP8_COLHI	D			SnoaL-like domain [PF13577.9]	Bile acid 7-alpha	NO	False	False	False				
gene_2653	tr|H1VQV0|H1VQV0_COLHI	D			CoA-transferase family III [PF02515.20]	Putative Alpha methylacyl-CoA racemase	NO	False	False	False				
gene_2654	tr|A0A1B7YF56|A0A1B7YF56_COLHI	E				Mucin	NO	False	False	False				
gene_2655	tr|H1VMT0|H1VMT0_COLHI	C	K18174	cytochrome c oxidase assembly factor 2	Cytochrome C oxidase assembly factor 2 [PF17051.8]	Alpha-mannosyltransferase	NO	False	False	False	K18174	kofam+xlsx		
gene_2658	tr|A0A1B7YRV2|A0A1B7YRV2_COLHI	D			Flavin-binding monooxygenase-like [PF00743.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; FAD-NAD(P)-binding [PF13454.9]; L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.9]	Thiol-specific monooxygenase	NO	False	False	False				
gene_2661	tr|A0A1B7YWB1|A0A1B7YWB1_COLHI	C	K16568	exopolysaccharide production protein ExoZ	Acyltransferase family [PF01757.25]	Hard surface-induced protein	NO	False	False	False	K16568	xlsx		
gene_2663	tr|H1VKY6|H1VKY6_COLHI	E				GTP-binding protein	NO	False	False	False				
gene_2664	tr|A0A1B7Y4H5|A0A1B7Y4H5_COLHI	D			WW domain [PF00397.29]; FF domain [PF01846.22]	WW domain-containing protein	NO	False	False	False				
gene_2666	tr|A0A1B7YPF6|A0A1B7YPF6_COLHI	D			Golgin subfamily A member 7/ERF4 family [PF10256.12]	Ras modification protein ERF4	NO	False	False	False				
gene_2671	tr|A0A1B7Y020|A0A1B7Y020_COLHI	D			Peptidase family M20/M25/M40 [PF01546.31]; Peptidase family M28 [PF04389.20]; Peptidase dimerisation domain [PF07687.17]	Hydantoinase/carbamoylase family amidase	NO	False	False	False				
gene_2672	tr|H1VLH3|H1VLH3_COLHI	D			Phytanoyl-CoA dioxygenase (PhyH) [PF05721.16]	Phytanoyl-CoA dioxygenase	NO	False	False	False				
gene_2674	tr|A0A1B7XZX7|A0A1B7XZX7_COLHI	E				Zinc knuckle	NO	False	False	False				
gene_2675	tr|H1V1U7|H1V1U7_COLHI	E				Short-chain dehydrogenase	NO	False	False	False				
gene_2677	tr|A0A1B7YCX5|A0A1B7YCX5_COLHI	D			Necrosis inducing protein (NPP1) [PF05630.14]	NLP3 protein	NO	False	False	False				
gene_2679	tr|A0A1B7XSB9|A0A1B7XSB9_COLHI	E				C6 transcription factor	NO	False	False	False				
gene_2681	tr|H1UZA8|H1UZA8_COLHI	D			Apc13p protein [PF05839.14]	Apc13 domain-containing protein	NO	False	False	False				
gene_2683	tr|A0A1B7YMC2|A0A1B7YMC2_COLHI	D			Carboxylesterase family [PF00135.31]; BD-FAE [PF20434.1]; alpha/beta hydrolase fold [PF07859.16]	Carboxylic ester hydrolase	NO	False	False	False				
gene_2684	tr|H1V8N2|H1V8N2_COLHI	E				Cyclin	NO	False	False	False				
gene_2685	tr|H1VC21|H1VC21_COLHI	C	K21339	4-O-dimethylallyl-L-tyrosine synthase [EC:2.5.1.122]	Tryptophan dimethylallyltransferase [PF11991.11]	Aromatic prenyltransferase	NO	False	False	False	K21339	kofam+xlsx	2.5.1.122	kofam/xlsx->KEGG
