gene	ko	ko_source	ec
gene_7821	K03380	kofam+xlsx	1.14.13.7
gene_7822	K12389	kofam+xlsx	
gene_7827	K25010	kofam+xlsx	3.1.1.117
gene_7828	K12197	kofam+xlsx	
gene_7831	K03138	kofam+xlsx	
gene_7835	K14016	kofam+xlsx	
gene_7837	K10949	kofam+xlsx	
gene_7842	K13094	kofam+xlsx	
gene_7849	K12306	kofam+xlsx	
gene_785	K14572	kofam+xlsx	
gene_7851	K01183	kofam+xlsx	3.2.1.14
gene_7852	K11673	kofam+xlsx	
gene_7857	K00858;K19386	kofam+xlsx	2.7.1.23;2.7.1.86
gene_7864	K03349	kofam+xlsx	
gene_7865	K17974	kofam+xlsx	
gene_7871	K00698	kofam+xlsx	2.4.1.16
gene_7872	K12815	kofam+xlsx	5.6.2.6
gene_7873	K09962	kofam+xlsx	
gene_7876	K05012	kofam+xlsx	
gene_7878	K20457	kofam+xlsx	6.3.2.12
gene_7879	K10419	kofam+xlsx	
gene_788	K00211	kofam+xlsx	1.3.1.13
gene_7882	K20724	kofam+xlsx	
gene_7887	K20405	kofam+xlsx	
gene_7888	K02603	kofam+xlsx	
gene_7889	K03029	kofam+xlsx	
gene_789	K08773	kofam+xlsx	
gene_7890	K02153	kofam+xlsx	
gene_7901	K07195	kofam+xlsx	
gene_7904	K12590	kofam+xlsx	
gene_7905	K14709	kofam+xlsx	
gene_7906	K24758	kofam+xlsx	
gene_7912	K10747	kofam+xlsx	6.5.1.1;6.5.1.6;6.5.1.7
gene_7913	K09650	kofam+xlsx	3.4.21.105
gene_7915	K22494	xlsx	
gene_7919	K01724	kofam+xlsx	4.2.1.96
gene_7920	K09242	xlsx	
gene_7923	K00767	kofam+xlsx	2.4.2.19
gene_7924	K14002	kofam+xlsx	
gene_7926	K03860	kofam+xlsx	
gene_7927	K00948	kofam+xlsx	2.7.6.1
gene_7928	K00641	kofam+xlsx	2.3.1.31;2.3.1.46
gene_7930	K12589	kofam+xlsx	
gene_7933	K23700	kofam+xlsx	2.1.1.359
gene_7936	K00222	xlsx	1.3.1.70
gene_7944	K08967	kofam+xlsx	1.13.11.53;1.13.11.54
gene_7948	K23451	kofam+xlsx	3.1.3.114
gene_7951	K01759	kofam+xlsx	4.4.1.5
gene_7954	K27886	kofam	2.4.1.-
gene_7955	K25986	kofam	1.13.11.93
gene_7957	K21249	kofam+xlsx	
gene_796	K00685	kofam+xlsx	2.3.2.8
gene_7960	K19791	kofam+xlsx	
gene_7970	K15451	kofam+xlsx	2.1.1.290;2.3.1.231
gene_7972	K12870	kofam+xlsx	
gene_7973	K14310	xlsx	
gene_7975	K13721	kofam+xlsx	3.4.11.-
gene_7981	K13621	kofam+xlsx	
gene_7982	K08869	kofam+xlsx	
gene_7983	K11663	kofam+xlsx	
gene_7984	K22337	kofam+xlsx	
gene_7986	K03469	kofam	3.1.26.4
gene_7988	K10590	kofam+xlsx	2.3.2.26
gene_7993	K03937	kofam+xlsx	
gene_7997	K11238	kofam+xlsx	
gene_8004	K02183;K13448;K13974	kofam+xlsx	
gene_8005	K08257;K13507	kofam+xlsx	2.3.1.15;2.3.1.42;3.2.1.101
gene_8009	K12817	kofam+xlsx	
gene_8012	K05658	kofam+xlsx	7.6.2.2
gene_8013	K08254	kofam+xlsx	3.2.1.59
gene_8015	K15111	kofam+xlsx	
gene_8016	K00587	kofam+xlsx	2.1.1.100
gene_8021	K03521;K12492;K28514	kofam+xlsx	
gene_8023	K08333;K11092	kofam+xlsx	2.7.11.1
gene_8024	K09704;K20291	kofam+xlsx	
gene_8028	K05012	kofam+xlsx	
gene_8029	K20523	kofam+xlsx	
gene_8031	K22277	kofam+xlsx	3.2.1.75
gene_8032	K02269	kofam+xlsx	
gene_8038	K02320	kofam+xlsx	2.7.7.7
gene_8040	K18660	kofam+xlsx	6.2.1.-;6.2.1.76
gene_8044	K02212	kofam+xlsx	5.6.2.3
gene_8045	K01179	kofam	3.2.1.4
gene_8047	K11397	kofam+xlsx	
gene_8048	K13507	kofam+xlsx	2.3.1.15;2.3.1.42
gene_8050	K14778	kofam+xlsx	5.6.2.7
gene_8055	K19640	kofam+xlsx	
gene_8056	K15384;K15394	kofam+xlsx	
gene_8058	K02263	kofam+xlsx	
gene_8062	K01027;K01028	kofam+xlsx	2.8.3.5
gene_8063	K01809	kofam+xlsx	5.3.1.8
gene_8065	K11366	kofam+xlsx	3.4.19.12
gene_8069	K12840	kofam+xlsx	
gene_807	K11274	kofam	
gene_8070	K03135	kofam+xlsx	
gene_8074	K10842	kofam+xlsx	
gene_8075	K27819	kofam	
gene_8076	K01808	kofam+xlsx	5.3.1.6
gene_8077	K08141	kofam+xlsx	
gene_808	K02152	kofam+xlsx	
gene_8080	K28359	kofam	
gene_8081	K08192	xlsx	
gene_8083	K17675	kofam+xlsx	5.6.2.6
gene_8089	K17908	kofam+xlsx	
gene_809	K01238	kofam+xlsx	3.2.1.-
gene_8092	K18719	kofam+xlsx	
gene_8095	K09043	xlsx	
gene_8096	K00383	kofam+xlsx	1.8.1.7
gene_8102	K02899	kofam+xlsx	
gene_8106	K01897	kofam+xlsx	6.2.1.3
gene_8116	K07126	kofam+xlsx	
gene_8118	K00852	kofam+xlsx	2.7.1.15
gene_812	K12177	kofam+xlsx	
gene_8123	K02155	kofam+xlsx	
gene_8124	K09579	kofam+xlsx	5.2.1.8
gene_8126	K08991	kofam+xlsx	3.1.22.-
gene_813	K14809	kofam+xlsx	5.6.2.7
gene_8130	K03361	kofam+xlsx	
gene_8132	K17769	kofam+xlsx	
gene_8133	K03144	kofam+xlsx	
gene_8134	K00641	kofam+xlsx	2.3.1.31;2.3.1.46
gene_8137	K20286	kofam+xlsx	
gene_814	K24826	kofam+xlsx	
gene_8141	K01868	kofam+xlsx	6.1.1.3
gene_8142	K21543	kofam+xlsx	
gene_8143	K14822	kofam+xlsx	
gene_8144	K00831	kofam+xlsx	2.6.1.52
gene_8146	K28063	kofam	
gene_8147	K02894	kofam+xlsx	
gene_815	K02265	kofam+xlsx	
gene_8151	K05956	kofam+xlsx	2.5.1.60
gene_8152	K14831	kofam+xlsx	
gene_8153	K02951	kofam+xlsx	
gene_8159	K03426;K07952	kofam+xlsx	3.6.1.22
gene_8161	K11230	kofam+xlsx	2.7.11.25
gene_8163	K24736	kofam+xlsx	
gene_8170	K15407	kofam+xlsx	
gene_8173	K04554	kofam+xlsx	2.3.2.23
gene_8176	K00389;K27691	kofam+xlsx	
gene_8178	K00505	kofam+xlsx	1.14.18.1
gene_8181	K00065	kofam+xlsx	1.1.1.127
gene_8184	K07556;K21842	kofam+xlsx	
gene_8185	K01852	kofam+xlsx	5.4.99.7
gene_8187	K21631	kofam+xlsx	
gene_819	K22696	kofam+xlsx	2.1.1.-
gene_8190	K07880	kofam	
gene_8194	K10365	kofam+xlsx	
gene_8196	K03979	kofam+xlsx	3.6.5.-
gene_82	K18280	xlsx	2.1.1.293
gene_820	K07050	kofam+xlsx	3.1.1.-
gene_8200	K26384	kofam	
gene_8201	K02933	kofam+xlsx	
gene_8206	K01070	kofam+xlsx	3.1.2.12
gene_8207	K13103	kofam+xlsx	
gene_8213	K03363	kofam+xlsx	
gene_8216	K08517	kofam+xlsx	
gene_8222	K09540	kofam+xlsx	
gene_8223	K11696	kofam+xlsx	
gene_8226	K15174	kofam+xlsx	
gene_8229	K11380	kofam+xlsx	
gene_823	K08339	kofam+xlsx	
gene_8231	K12392	kofam+xlsx	
gene_8233	K12236	kofam+xlsx	
gene_8234	K06911	kofam+xlsx	1.13.11.24
gene_8235	K01166	kofam+xlsx	4.6.1.19
gene_8239	K02180	kofam+xlsx	
gene_8241	K01556	kofam+xlsx	3.7.1.3
gene_8242	K00480	xlsx	1.14.13.1
gene_8245	K01046	kofam+xlsx	3.1.1.3
gene_8247	K00166	kofam+xlsx	1.2.4.4
gene_8249	K01265	kofam+xlsx	3.4.11.18
gene_825	K04640	kofam+xlsx	
gene_8254	K15134	kofam+xlsx	
gene_8258	K12160	kofam+xlsx	
gene_8260	K08192	kofam	
gene_8261	K11378	kofam+xlsx	2.3.1.48
gene_8263	K01536	kofam+xlsx	7.2.2.-;7.2.2.3
gene_8265	K15923	kofam+xlsx	3.2.1.51
gene_827	K01560	kofam	3.8.1.2
gene_8272	K14815	kofam+xlsx	
gene_8275	K22315	kofam+xlsx	3.1.3.37
gene_8279	K06684	kofam+xlsx	2.7.11.-
gene_8280	K17081	kofam+xlsx	
gene_8285	K02929	kofam+xlsx	
gene_8289	K12882	kofam+xlsx	
gene_8293	K20521	kofam+xlsx	
gene_8294	K09242	kofam+xlsx	
gene_8299	K01282	kofam+xlsx	3.4.14.-
gene_83	K01810	kofam+xlsx	5.3.1.9
gene_830	K14566	kofam+xlsx	
gene_8303	K03064	kofam+xlsx	
gene_8305	K27899	kofam	
gene_8306	K01455	kofam+xlsx	3.5.1.49
gene_8308	K22134	kofam+xlsx	
gene_8309	K13690	kofam+xlsx	2.4.1.-
gene_8310	K00143;K06997	kofam+xlsx	1.2.1.95
gene_8314	K01183	kofam+xlsx	3.2.1.14
gene_8318	K08139	xlsx	
gene_8320	K21292;K23322	kofam+xlsx	1.-.-.-;1.14.14.86
gene_8322	K13025	kofam+xlsx	5.6.2.7
gene_8323	K11874	kofam+xlsx	3.4.19.12
gene_8324	K03256	kofam+xlsx	
gene_8326	K01687	kofam+xlsx	4.2.1.9
gene_8327	K16578	kofam	
gene_8328	K07342	kofam+xlsx	
gene_8329	K19572	kofam+xlsx	3.5.4.4
gene_833	K05925	kofam	2.1.1.348
gene_8333	K01181	kofam+xlsx	3.2.1.8
gene_8334	K01209	kofam+xlsx	3.2.1.55
gene_8337	K01183	kofam+xlsx	3.2.1.14
gene_8338	K00624	xlsx	2.3.1.7
gene_8343	K04728	kofam+xlsx	2.7.11.1
gene_8346	K09175	xlsx	
gene_8348	K22745	kofam+xlsx	
gene_8349	K12881	kofam+xlsx	
gene_835	K14837	kofam+xlsx	
gene_8355	K01426	kofam+xlsx	3.5.1.4
gene_8358	K06287	kofam+xlsx	3.6.1.-
gene_8368	K25656	kofam+xlsx	
gene_837	K01192	kofam+xlsx	3.2.1.25
gene_8372	K02986	kofam	
gene_8373	K10798;K28005	kofam+xlsx	2.4.2.-;2.4.2.30
gene_8374	K17970	kofam+xlsx	
gene_8375	K22134	kofam+xlsx	
gene_8383	K04640	kofam+xlsx	
gene_8386	K28510	kofam	
gene_8387	K20237	kofam+xlsx	
gene_8393	K22314	kofam+xlsx	3.4.19.16
gene_8394	K14799	kofam+xlsx	
gene_84	K00661	kofam+xlsx	2.3.1.79
gene_8401	K11314	kofam+xlsx	
gene_8403	K12620	kofam+xlsx	
gene_8413	K15026	kofam+xlsx	
gene_8415	K18327	kofam+xlsx	3.1.-.-
gene_8419	K09578	kofam+xlsx	5.2.1.8
gene_8420	K01182	xlsx	3.2.1.10
gene_8421	K17413	kofam+xlsx	
gene_8425	K15450	kofam+xlsx	2.1.1.282
gene_8426	K05658	kofam+xlsx	7.6.2.2
gene_8428	K26750	kofam	
gene_843	K21293	kofam+xlsx	
gene_8432	K09885	kofam+xlsx	
gene_8435	K20475	kofam+xlsx	
gene_8439	K01176	kofam+xlsx	3.2.1.1
gene_844	K08192	kofam	
gene_8441	K01426	kofam+xlsx	3.5.1.4
gene_8449	K14784	kofam+xlsx	
gene_8451	K07541	kofam+xlsx	
gene_8452	K14824	kofam+xlsx	
gene_8455	K11680	kofam+xlsx	
gene_8456	K00927	kofam+xlsx	2.7.2.3
gene_8462	K10563	kofam+xlsx	3.2.2.23;4.2.99.18
gene_8464	K20046	kofam+xlsx	
gene_8467	K01408	kofam+xlsx	3.4.24.56
gene_847	K23788	kofam+xlsx	2.3.2.27
gene_8471	K00380	kofam+xlsx	1.8.1.2
gene_8475	K20205	kofam+xlsx	1.11.1.13
gene_8476	K15728	kofam+xlsx	3.1.3.4
gene_848	K20362	kofam+xlsx	
gene_8480	K18195	kofam+xlsx	4.2.2.23
gene_8483	K12585	kofam+xlsx	3.1.13.-
gene_8484	K10585	kofam+xlsx	2.3.2.23
gene_8485	K15115;K17771	kofam+xlsx	
gene_8486	K20826	kofam+xlsx	
gene_8496	K12471	kofam+xlsx	
gene_850	K02738;K17891	kofam+xlsx	1.8.3.2;3.4.25.1
gene_8503	K00045	kofam+xlsx	1.1.1.67
gene_8505	K15561	kofam+xlsx	
gene_851	K14404	kofam+xlsx	
gene_8510	K28613	kofam	
gene_8511	K01836	kofam+xlsx	5.4.2.3
gene_8512	K14189	kofam+xlsx	1.-.-.-
gene_8516	K26400	kofam	4.2.1.118
gene_8519	K00101	kofam+xlsx	1.1.2.3
gene_8521	K18576	kofam+xlsx	3.2.1.151
gene_8524	K02987	kofam+xlsx	
gene_853	K00145;K12659	kofam+xlsx	1.2.1.38;2.7.2.8
gene_8532	K28106	kofam	
gene_8534	K00559	kofam+xlsx	2.1.1.41
gene_8537	K03549	kofam+xlsx	
gene_8539	K05681	kofam+xlsx	
gene_8540	K11763	kofam+xlsx	
gene_8542	K00450	kofam+xlsx	1.13.11.4
gene_8546	K03953;K22855	kofam+xlsx	2.1.1.-
gene_8547	K15104	kofam+xlsx	
gene_8549	K20628	kofam+xlsx	
gene_8558	K04063	kofam+xlsx	1.11.1.28
gene_856	K06961	kofam+xlsx	
gene_8562	K01720	kofam+xlsx	4.2.1.79
gene_8564	K27164	kofam	
gene_8566	K00306	kofam+xlsx	1.5.3.1;1.5.3.7
gene_8568	K00237	kofam+xlsx	
gene_8572	K14545	kofam+xlsx	
gene_8573	K03240;K11187;K11968	kofam+xlsx	1.11.1.24;2.3.2.31
gene_8576	K01560	kofam+xlsx	3.8.1.2
gene_8577	K08178	kofam+xlsx	
gene_8581	K01526	kofam+xlsx	3.6.1.42
gene_8584	K00252	kofam+xlsx	1.3.8.6
gene_8587	K23504	kofam+xlsx	
gene_859	K20523	kofam+xlsx	
gene_8591	K00387	xlsx	1.8.3.1
gene_8592	K11511	kofam+xlsx	
gene_8595	K14538	kofam+xlsx	
gene_8599	K23322	kofam+xlsx	1.-.-.-
gene_8601	K12820	kofam+xlsx	5.6.2.6
gene_8604	K06685	xlsx	
gene_8606	K03787;K06047	kofam+xlsx	3.1.3.5;3.1.3.6;6.3.2.25
gene_8607	K02872	kofam+xlsx	
gene_8608	K18123	kofam+xlsx	4.1.3.16
gene_8611	K01199	kofam+xlsx	3.2.1.39
gene_8613	K03023	kofam+xlsx	
gene_8616	K00467	kofam+xlsx	1.13.12.4
gene_8620	K03441	kofam+xlsx	
gene_8622	K19950	kofam+xlsx	
gene_8625	K22952	kofam+xlsx	4.1.99.24
gene_8626	K07304	kofam+xlsx	1.8.4.11
gene_8627	K06709	kofam+xlsx	1.14.11.66;1.14.11.69
gene_8633	K24940	kofam+xlsx	
gene_8634	K21544	kofam+xlsx	
gene_8635	K18177	kofam	
gene_864	K12670	kofam+xlsx	
gene_8640	K21989	kofam+xlsx	
gene_8645	K03362	kofam+xlsx	
gene_8646	K18337	kofam+xlsx	1.1.1.173;1.1.1.377;1.1.1.378
gene_8647	K08192	kofam	
gene_865	K05658	kofam+xlsx	7.6.2.2
gene_8652	K09274	kofam+xlsx	
gene_866	K07443	kofam+xlsx	
gene_8666	K27804	kofam	
gene_8668	K19487	kofam+xlsx	
gene_8669	K01728	kofam+xlsx	4.2.2.2
gene_867	K00432;K23856	kofam+xlsx	1.11.1.24;1.11.1.9
gene_8672	K10088	kofam+xlsx	
gene_8676	K05349	kofam+xlsx	3.2.1.21
gene_8679	K11558	kofam+xlsx	
gene_8680	K00078	kofam+xlsx	1.1.1.179;1.3.1.20
gene_8681	K00389	kofam+xlsx	
gene_8682	K00354	kofam+xlsx	1.6.99.1
gene_8684	K00809	kofam+xlsx	2.5.1.46
gene_8685	K07562	kofam+xlsx	
gene_8686	K13993	kofam+xlsx	
gene_8690	K08095	kofam+xlsx	3.1.1.74
gene_8692	K06221	kofam+xlsx	1.1.1.346
gene_8696	K15449	kofam+xlsx	4.1.3.44
gene_8697	K00928	kofam+xlsx	2.7.2.4
gene_8698	K14721	kofam+xlsx	
gene_87	K03025	kofam+xlsx	
gene_8702	K22723	kofam+xlsx	2.7.1.227
gene_8703	K17765	kofam+xlsx	
gene_8704	K02736	kofam+xlsx	3.4.25.1
gene_8706	K03026;K03190;K06671	kofam+xlsx	
gene_8707	K02879	kofam+xlsx	
gene_8708	K08192	kofam	
gene_871	K07200	kofam+xlsx	
gene_8710	K00694	xlsx	2.4.1.12
gene_8712	K15436	kofam+xlsx	
gene_8713	K09523;K15305	kofam+xlsx	
gene_8719	K20456	kofam+xlsx	
gene_8724	K10756	kofam+xlsx	
gene_8725	K00750	kofam+xlsx	2.4.1.186
gene_8729	K12609	kofam+xlsx	
gene_873	K03885	kofam+xlsx	1.6.5.9
gene_8730	K11322	kofam+xlsx	
gene_8731	K18164	kofam+xlsx	
gene_8734	K26751	kofam	
gene_8738	K12493	kofam+xlsx	
gene_874	K19668	kofam+xlsx	3.2.1.91
gene_8741	K10578	kofam+xlsx	2.3.2.23
gene_8742	K14399	kofam+xlsx	2.7.1.78
gene_8743	K08793	kofam+xlsx	2.7.11.1
gene_8744	K21798	xlsx	3.1.3.-
gene_8746	K00939	kofam+xlsx	2.7.4.3
gene_8747	K15532	kofam+xlsx	3.2.1.172
gene_8748	K11790	xlsx	
gene_8750	K02900	kofam+xlsx	
gene_8751	K23552;K27881	kofam+xlsx	
gene_8760	K23322	kofam+xlsx	1.-.-.-
gene_8762	K22644	kofam+xlsx	
gene_8768	K03448	kofam+xlsx	
gene_8769	K14262	kofam+xlsx	3.4.-.-
gene_8772	K27290	kofam	
gene_8776	K23334	kofam+xlsx	
gene_878	K17279	kofam+xlsx	
gene_8781	K14816	kofam+xlsx	
gene_8783	K00008;K05351	kofam+xlsx	1.1.1.14;1.1.1.9
gene_8784	K00008;K25880	kofam+xlsx	1.1.1.12;1.1.1.14
gene_8785	K11087	kofam+xlsx	
gene_8787	K00558	kofam+xlsx	2.1.1.37
gene_8788	K00413;K01626	kofam+xlsx	2.5.1.54
gene_8795	K01530	xlsx	7.6.2.1
gene_8797	K01728	kofam+xlsx	4.2.2.2
gene_8799	K08726	xlsx	3.1.3.76;3.3.2.10
gene_8800	K03036	kofam+xlsx	
gene_8801	K01190	kofam+xlsx	3.2.1.23
gene_8808	K07152	kofam+xlsx	
gene_8812	K09022	kofam+xlsx	3.5.99.10
gene_8814	K06889;K24083	kofam+xlsx	3.-.-.-
gene_8819	K03671	kofam+xlsx	
gene_882	K01527	kofam+xlsx	
gene_8820	K15285	kofam+xlsx	
gene_8822	K22913	kofam+xlsx	3.1.3.-
gene_8825	K16945	kofam	
gene_8826	K15463	kofam+xlsx	2.4.2.-
gene_8828	K14635	kofam+xlsx	5.6.2.4
gene_8829	K14796	kofam+xlsx	
gene_8831	K14454	kofam+xlsx	2.6.1.1
gene_8837	K08726	xlsx	3.1.3.76;3.3.2.10
gene_8838	K00605	kofam+xlsx	2.1.2.10
gene_8840	K28441	kofam	
gene_8845	K20472	kofam+xlsx	
gene_8846	K00868	kofam+xlsx	2.7.1.35
gene_8847	K06662	kofam+xlsx	
gene_8849	K00728	kofam+xlsx	2.4.1.109
gene_885	K02437	kofam+xlsx	
gene_8850	K04464	kofam+xlsx	2.7.11.24
gene_8863	K02988	kofam+xlsx	
gene_8865	K07748	kofam+xlsx	1.1.1.170
gene_8866	K19823	kofam+xlsx	1.7.3.1
gene_8867	K00902	kofam+xlsx	2.7.1.108
gene_8869	K01507	kofam+xlsx	3.6.1.1
gene_8874	K03942	kofam+xlsx	7.1.1.2
gene_8876	K13113	kofam	
gene_8879	K09967	kofam+xlsx	
gene_8882	K15532	kofam+xlsx	3.2.1.172
gene_8886	K15440	kofam+xlsx	3.5.4.34
gene_8889	K01663	kofam+xlsx	4.3.2.10
gene_8893	K09496	kofam+xlsx	
gene_8896	K03011	kofam+xlsx	
gene_890	K10843	kofam+xlsx	5.6.2.4
gene_8902	K12735	kofam+xlsx	5.2.1.8
gene_8903	K12178	kofam+xlsx	
gene_8906	K12388	kofam	
gene_8915	K00889	kofam+xlsx	2.7.1.68
gene_8917	K08794	xlsx	2.7.11.17
gene_892	K01077	kofam+xlsx	3.1.3.1
gene_8920	K15430	kofam+xlsx	2.1.1.214
gene_8921	K03938	kofam+xlsx	
gene_8922	K22151	kofam+xlsx	
gene_8928	K22134	kofam+xlsx	
gene_893	K14290	kofam+xlsx	
gene_8933	K03258	kofam+xlsx	
gene_8934	K11979	kofam+xlsx	2.3.2.27
gene_8938	K00516	kofam+xlsx	1.14.99.55
gene_8942	K15445	kofam+xlsx	2.1.1.221
gene_8944	K08332	kofam+xlsx	
gene_8946	K15102	kofam+xlsx	
gene_8949	K27389	kofam	
gene_895	K01835;K13288	kofam+xlsx	3.1.-.-;5.4.2.2
gene_8950	K13806	kofam+xlsx	3.1.1.116
gene_8953	K22278	kofam+xlsx	3.5.1.104
gene_8954	K05759	kofam+xlsx	
gene_8955	K27706	kofam	
gene_8958	K01297	kofam+xlsx	3.4.17.13
gene_8960	K28507	kofam	
gene_8962	K00750	kofam+xlsx	2.4.1.186
gene_8968	K01206	kofam+xlsx	3.2.1.51
gene_897	K02431	kofam+xlsx	5.1.3.29
gene_8970	K01433	kofam+xlsx	3.5.1.10
gene_8974	K08254	kofam+xlsx	3.2.1.59
gene_8975	K17788	kofam+xlsx	
gene_8978	K01187	xlsx	3.2.1.20
gene_8980	K11088	kofam+xlsx	
gene_8981	K19327	kofam+xlsx	
gene_8982	K15414	kofam+xlsx	
gene_8984	K13024	kofam+xlsx	2.7.4.24
gene_8986	K23322	kofam+xlsx	1.-.-.-
gene_8989	K19996	kofam+xlsx	
gene_8996	K01001	kofam+xlsx	2.7.8.15
gene_8997	K00749	kofam+xlsx	2.4.1.183
gene_9	K22747	kofam+xlsx	
gene_90	K00616;K03457	kofam+xlsx	2.2.1.2
gene_9005	K00559	kofam+xlsx	2.1.1.41
gene_9008	K25877	kofam+xlsx	3.1.-.-
gene_9009	K10253	xlsx	1.14.99.-
gene_9010	K03457	kofam+xlsx	
gene_9011	K03267	kofam+xlsx	
gene_9014	K28098	kofam	
gene_9017	K04627	kofam+xlsx	
gene_9018	K04555	kofam+xlsx	2.3.2.23
gene_9019	K26979	kofam	2.3.2.27
gene_902	K04518	kofam+xlsx	4.2.1.51
gene_9020	K04709	kofam+xlsx	2.3.1.297
gene_9021	K10258	xlsx	1.3.1.93
gene_9022	K01178	kofam+xlsx	3.2.1.3
gene_9024	K04513	xlsx	
gene_9032	K03750	kofam+xlsx	2.10.1.1
gene_9036	K08192	kofam+xlsx	
gene_9038	K09828;K22134	kofam+xlsx	1.3.1.-;1.3.1.72
gene_9039	K02212;K27692	kofam+xlsx	2.7.4.1;5.6.2.3
gene_9041	K22686	kofam+xlsx	3.4.21.-
gene_9043	K05609	xlsx	3.4.19.12
gene_9046	K22857	kofam+xlsx	2.1.1.-
gene_9047	K21767	kofam+xlsx	
gene_9051	K13303	kofam+xlsx	2.7.11.1
gene_9052	K01424;K13278	kofam+xlsx	3.1.1.47;3.1.1.5;3.5.1.1
gene_9055	K13953	kofam+xlsx	1.1.1.1
gene_9056	K07300	kofam+xlsx	
gene_9057	K22122;K23322	kofam+xlsx	1.-.-.-
gene_9058	K15544	kofam+xlsx	3.1.3.16
gene_9063	K20318	kofam+xlsx	
gene_9069	K03448	kofam+xlsx	
gene_9074	K00451	kofam+xlsx	1.13.11.5
gene_9076	K16842	kofam+xlsx	3.5.2.5
gene_9083	K09313	kofam+xlsx	
gene_9084	K18584	kofam+xlsx	
gene_9086	K00365	kofam+xlsx	1.7.3.3
gene_9087	K14834	kofam+xlsx	
gene_909	K14306	kofam+xlsx	
gene_9091	K00759	kofam+xlsx	2.4.2.7
gene_9093	K01224	kofam+xlsx	3.2.1.89
gene_9096	K08869	kofam+xlsx	
gene_91	K20403	kofam+xlsx	
gene_910	K11353	kofam+xlsx	
gene_9101	K11415;K12410	kofam+xlsx	2.3.1.286;2.3.1.313
gene_9102	K10426	kofam+xlsx	
gene_9103	K13721	kofam+xlsx	3.4.11.-
gene_9105	K01183	kofam+xlsx	3.2.1.14
gene_9108	K14806	kofam+xlsx	5.6.2.7
gene_911	K11836	kofam+xlsx	3.4.19.12
gene_9117	K01225	kofam+xlsx	3.2.1.91
gene_9119	K00720	kofam+xlsx	2.4.1.80
gene_9121	K02433	kofam+xlsx	6.3.5.6;6.3.5.7
gene_9130	K17866	kofam+xlsx	
gene_9142	K20353	kofam+xlsx	
gene_9143	K01053	kofam+xlsx	3.1.1.17
gene_9146	K13953	kofam	1.1.1.1
gene_9147	K02151	kofam+xlsx	
gene_9149	K01537	kofam+xlsx	7.2.2.10
gene_9150	K02510;K03015	kofam+xlsx	4.1.2.52
gene_9152	K00844	kofam+xlsx	2.7.1.1
gene_9153	K25576	kofam	
gene_9154	K18338	kofam+xlsx	3.1.1.65
gene_9155	K17065	kofam+xlsx	3.6.5.5
gene_9164	K17862	xlsx	1.13.11.62
gene_9166	K03380	kofam+xlsx	1.14.13.7
gene_9167	K09252	kofam+xlsx	3.1.1.73
gene_9169	K01915	kofam+xlsx	6.3.1.2
gene_9170	K00866	kofam+xlsx	2.7.1.32
gene_9171	K11838	kofam+xlsx	3.4.19.12
gene_9176	K18123	kofam+xlsx	4.1.3.16
gene_9177	K07739	kofam+xlsx	2.3.1.311
gene_9179	K18740	kofam	
gene_9183	K02940	kofam+xlsx	
gene_9186	K17945	kofam+xlsx	
gene_919	K01923	kofam+xlsx	6.3.2.6
gene_9195	K03495;K12479	kofam+xlsx	
gene_9205	K04718	kofam+xlsx	2.7.1.91
gene_9209	K00966	kofam+xlsx	2.7.7.13
gene_9210	K23321	kofam	1.-.-.-
gene_9212	K16575	kofam+xlsx	
gene_9215	K09550	kofam+xlsx	
gene_922	K22952	kofam+xlsx	4.1.99.24
gene_9220	K02607	kofam+xlsx	
gene_9221	K03448;K08192	kofam+xlsx	
gene_9225	K19356	kofam+xlsx	1.14.99.54
gene_9226	K13205	kofam+xlsx	
gene_9227	K03849	kofam+xlsx	2.4.1.265
gene_9228	K05292	kofam+xlsx	
gene_9231	K01858	kofam+xlsx	5.5.1.4
gene_9237	K00525;K10807	kofam+xlsx	1.17.4.1
gene_924	K01301	kofam+xlsx	3.4.17.21
gene_9243	K03094	kofam+xlsx	
gene_9244	K00968	kofam+xlsx	2.7.7.15
gene_9249	K08059	kofam+xlsx	
gene_925	K11883	kofam+xlsx	
gene_9256	K27407	kofam	
gene_9259	K22072	kofam+xlsx	
gene_9266	K00311	kofam+xlsx	1.5.5.1
gene_9267	K06675	kofam+xlsx	
gene_9268	K00457	kofam+xlsx	1.13.11.27
gene_927	K19356	kofam+xlsx	1.14.99.54
gene_9272	K18798	kofam+xlsx	3.6.4.7
gene_9274	K22278	kofam+xlsx	3.5.1.104
gene_9275	K09660	kofam+xlsx	
gene_9278	K01895	kofam+xlsx	6.2.1.1
gene_9284	K01725	kofam+xlsx	4.2.1.104
gene_9286	K00967	kofam+xlsx	2.7.7.14
gene_9288	K13726	kofam+xlsx	3.4.24.-
gene_9291	K14829	kofam+xlsx	
gene_9297	K14708	kofam+xlsx	
gene_9298	K18158	kofam+xlsx	
gene_9299	K28521	kofam	1.13.11.-
gene_9301	K04532	kofam+xlsx	
gene_9304	K14640	kofam+xlsx	
gene_9305	K24160	kofam+xlsx	
gene_9306	K08900	kofam+xlsx	
gene_9308	K09448	kofam+xlsx	
gene_931	K15130	kofam+xlsx	
gene_9311	K17679	kofam+xlsx	5.6.2.7
gene_9314	K11377	kofam+xlsx	
gene_9315	K09008	kofam+xlsx	
gene_9316	K03448	kofam+xlsx	
